date,bank,town,num_technicians
2020-03-15,Banque Tuniso-Libyenne (BTL),Zaghouan,8
2020-03-16,Amen Bank (AB),Gafsa,5
2020-03-16,Banque Nationale Agricole (BNA),Sidi Bouzid,8
2020-03-16,Arab Banking Corporation (ABC),Siliana,4
2020-03-16,Banque de Tunisie (BT),Nabeul,4
2020-03-16,Banque de l'Habitat (BH),Medenine,3
2020-03-17,Banque de Tunisie (BT),Jendouba,2
2020-03-17,Arab Banking Corporation (ABC),Bizerte,5
2020-03-17,Banque de l'Habitat (BH),Manouba,1
2020-03-17,Banque Nationale Agricole (BNA),Jendouba,6
2020-03-17,Attijari Bank,Béja,1
2020-03-17,Arab Banking Corporation (ABC),Gabès,3
2020-03-17,La Poste Tunisienne,Monastir,6
2020-03-17,Amen Bank (AB),Kasserine,6
2020-03-18,Arab Tunisian Bank (ATB),Monastir,2
2020-03-18,Banque Nationale Agricole (BNA),Mahdia,1
2020-03-19,Banque de Tunisie (BT),Kasserine,3
2020-03-19,Amen Bank (AB),Gabès,4
2020-03-20,Attijari Bank,Kairouan,1
2020-03-20,Arab Banking Corporation (ABC),Gafsa,4
2020-03-20,Banque de Tunisie (BT),Kebili,8
2020-03-21,Banque de l'Habitat (BH),Bizerte,6
2020-03-21,La Poste Tunisienne,Kebili,5
2020-03-21,Banque de l'Habitat (BH),Ariana,1
2020-03-21,Banque de Tunisie (BT),Ariana,7
2020-03-21,Amen Bank (AB),Siliana,4
2020-03-21,Amen Bank (AB),Tunis,7
2020-03-22,Banque Nationale Agricole (BNA),Kairouan,6
2020-03-22,Banque de l'Habitat (BH),Béja,8
2020-03-22,Banque de l'Habitat (BH),Zaghouan,4
2020-03-22,Banque Internationale Arabe de Tunisie (BIAT),Gabès,8
2020-03-23,La Poste Tunisienne,Medenine,1
2020-03-23,Arab Banking Corporation (ABC),Ariana,4
2020-03-23,Attijari Bank,Medenine,4
2020-03-23,Arab Banking Corporation (ABC),Kebili,4
2020-03-24,Banque Internationale Arabe de Tunisie (BIAT),Béja,4
2020-03-24,La Poste Tunisienne,Gabès,2
2020-03-24,Arab Tunisian Bank (ATB),Ariana,2
2020-03-24,Banque de l'Habitat (BH),Jendouba,8
2020-03-24,Banque Internationale Arabe de Tunisie (BIAT),Siliana,5
2020-03-25,Banque Tuniso-Libyenne (BTL),Kasserine,7
2020-03-25,Banque Tuniso-Libyenne (BTL),Nabeul,1
2020-03-25,Arab Tunisian Bank (ATB),Tozeur,5
2020-03-25,La Poste Tunisienne,Kebili,7
2020-03-25,Banque Nationale Agricole (BNA),Ben Arous,8
2020-03-25,Attijari Bank,Sidi Bouzid,8
2020-03-26,Banque Tuniso-Libyenne (BTL),Kef,5
2020-03-26,Banque Tuniso-Libyenne (BTL),Ben Arous,7
2020-03-26,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,2
2020-03-26,Arab Tunisian Bank (ATB),Zaghouan,6
2020-03-26,Amen Bank (AB),Sidi Bouzid,7
2020-03-26,Banque Internationale Arabe de Tunisie (BIAT),Kef,3
2020-03-26,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,4
2020-03-26,Arab Tunisian Bank (ATB),Ariana,7
2020-03-27,La Poste Tunisienne,Kebili,4
2020-03-27,Arab Tunisian Bank (ATB),Gabès,6
2020-03-27,Amen Bank (AB),Siliana,8
2020-03-27,Arab Banking Corporation (ABC),Zaghouan,8
2020-03-28,Banque de l'Habitat (BH),Tozeur,4
2020-03-28,Banque de Tunisie (BT),Sidi Bouzid,5
2020-03-28,Arab Banking Corporation (ABC),Monastir,6
2020-03-28,Arab Banking Corporation (ABC),Kebili,3
2020-03-28,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,1
2020-03-29,Arab Tunisian Bank (ATB),Siliana,5
2020-03-29,Banque de Tunisie (BT),Tataouine,2
2020-03-29,Amen Bank (AB),Béja,8
2020-03-29,La Poste Tunisienne,Sousse,4
2020-03-30,Arab Banking Corporation (ABC),Bizerte,6
2020-03-30,Banque de l'Habitat (BH),Monastir,5
2020-03-30,Banque Internationale Arabe de Tunisie (BIAT),Kef,6
2020-03-30,Arab Tunisian Bank (ATB),Kebili,4
2020-03-31,La Poste Tunisienne,Kebili,4
2020-03-31,Attijari Bank,Sousse,5
2020-03-31,Arab Tunisian Bank (ATB),Tunis,3
2020-04-01,Arab Tunisian Bank (ATB),Sfax,1
2020-04-01,Arab Tunisian Bank (ATB),Medenine,4
2020-04-01,Banque Nationale Agricole (BNA),Tunis,1
2020-04-01,Banque de l'Habitat (BH),Sfax,1
2020-04-01,La Poste Tunisienne,Monastir,8
2020-04-02,La Poste Tunisienne,Bizerte,1
2020-04-02,Banque Internationale Arabe de Tunisie (BIAT),Tozeur,8
2020-04-02,Arab Banking Corporation (ABC),Kef,1
2020-04-02,Banque Nationale Agricole (BNA),Sidi Bouzid,2
2020-04-02,Banque Tuniso-Libyenne (BTL),Medenine,1
2020-04-02,Banque Tuniso-Libyenne (BTL),Zaghouan,5
2020-04-02,Banque Tuniso-Libyenne (BTL),Jendouba,4
2020-04-02,Banque Internationale Arabe de Tunisie (BIAT),Sfax,7
2020-04-02,Banque de l'Habitat (BH),Tataouine,3
2020-04-03,Attijari Bank,Mahdia,4
2020-04-03,Amen Bank (AB),Béja,7
2020-04-03,Amen Bank (AB),Siliana,7
2020-04-03,Banque de Tunisie (BT),Sidi Bouzid,3
2020-04-03,Arab Banking Corporation (ABC),Ben Arous,2
2020-04-03,Arab Tunisian Bank (ATB),Kebili,3
2020-04-04,Arab Banking Corporation (ABC),Tataouine,3
2020-04-04,Attijari Bank,Béja,3
2020-04-04,Banque Nationale Agricole (BNA),Tozeur,3
2020-04-05,La Poste Tunisienne,Ben Arous,3
2020-04-05,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,7
2020-04-05,Banque de l'Habitat (BH),Zaghouan,2
2020-04-05,Attijari Bank,Ariana,7
2020-04-05,Banque de Tunisie (BT),Kasserine,7
2020-04-05,Arab Banking Corporation (ABC),Zaghouan,1
2020-04-05,Banque de l'Habitat (BH),Sfax,3
2020-04-06,Banque Nationale Agricole (BNA),Gabès,8
2020-04-06,Banque de Tunisie (BT),Manouba,6
2020-04-06,Banque Internationale Arabe de Tunisie (BIAT),Siliana,8
2020-04-06,Arab Banking Corporation (ABC),Kasserine,4
2020-04-06,Banque Internationale Arabe de Tunisie (BIAT),Ben Arous,1
2020-04-06,Amen Bank (AB),Sidi Bouzid,8
2020-04-06,Banque de l'Habitat (BH),Medenine,8
2020-04-06,La Poste Tunisienne,Kef,5
2020-04-06,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,4
2020-04-06,Arab Banking Corporation (ABC),Siliana,8
2020-04-06,Banque Tuniso-Libyenne (BTL),Bizerte,8
2020-04-07,Attijari Bank,Gafsa,2
2020-04-07,La Poste Tunisienne,Tunis,2
2020-04-07,Arab Tunisian Bank (ATB),Ben Arous,7
2020-04-07,Arab Banking Corporation (ABC),Tozeur,4
2020-04-08,La Poste Tunisienne,Kebili,2
2020-04-08,Attijari Bank,Nabeul,3
2020-04-08,Banque Nationale Agricole (BNA),Ariana,6
2020-04-08,Attijari Bank,Gabès,3
2020-04-09,Banque Internationale Arabe de Tunisie (BIAT),Medenine,5
2020-04-09,Arab Tunisian Bank (ATB),Béja,3
2020-04-09,Amen Bank (AB),Mahdia,2
2020-04-09,Banque de l'Habitat (BH),Tozeur,6
2020-04-09,Banque de l'Habitat (BH),Sousse,8
2020-04-09,Banque de l'Habitat (BH),Medenine,3
2020-04-09,Banque Tuniso-Libyenne (BTL),Siliana,1
2020-04-09,Amen Bank (AB),Tunis,6
2020-04-09,Arab Banking Corporation (ABC),Siliana,3
2020-04-10,Banque Tuniso-Libyenne (BTL),Béja,3
2020-04-10,Amen Bank (AB),Nabeul,3
2020-04-10,La Poste Tunisienne,Tunis,2
2020-04-11,La Poste Tunisienne,Mahdia,2
2020-04-11,Banque de l'Habitat (BH),Mahdia,5
2020-04-11,Arab Banking Corporation (ABC),Ben Arous,6
2020-04-11,Banque Internationale Arabe de Tunisie (BIAT),Béja,2
2020-04-11,Arab Banking Corporation (ABC),Monastir,6
2020-04-11,Banque de Tunisie (BT),Jendouba,8
2020-04-11,La Poste Tunisienne,Monastir,5
2020-04-11,Banque Tuniso-Libyenne (BTL),Siliana,7
2020-04-11,Banque Tuniso-Libyenne (BTL),Siliana,1
2020-04-11,Arab Tunisian Bank (ATB),Tozeur,3
2020-04-12,Banque de l'Habitat (BH),Kasserine,5
2020-04-12,Attijari Bank,Sidi Bouzid,5
2020-04-13,Banque de l'Habitat (BH),Nabeul,4
2020-04-13,Banque de l'Habitat (BH),Manouba,6
2020-04-13,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,8
2020-04-13,Banque Nationale Agricole (BNA),Zaghouan,4
2020-04-13,La Poste Tunisienne,Medenine,7
2020-04-13,Banque Internationale Arabe de Tunisie (BIAT),Manouba,2
2020-04-14,Banque Nationale Agricole (BNA),Sfax,1
2020-04-14,Banque Internationale Arabe de Tunisie (BIAT),Béja,1
2020-04-14,Arab Tunisian Bank (ATB),Kairouan,5
2020-04-15,Banque de Tunisie (BT),Sidi Bouzid,2
2020-04-15,Banque de Tunisie (BT),Manouba,3
2020-04-15,Arab Tunisian Bank (ATB),Gafsa,1
2020-04-15,Arab Banking Corporation (ABC),Siliana,8
2020-04-15,Banque de l'Habitat (BH),Tunis,4
2020-04-15,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,8
2020-04-15,Attijari Bank,Zaghouan,2
2020-04-15,Arab Banking Corporation (ABC),Siliana,5
2020-04-15,Banque Internationale Arabe de Tunisie (BIAT),Tataouine,1
2020-04-15,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,3
2020-04-16,Banque Nationale Agricole (BNA),Sousse,8
2020-04-16,Amen Bank (AB),Ariana,4
2020-04-16,Banque de Tunisie (BT),Sousse,6
2020-04-16,Attijari Bank,Ben Arous,6
2020-04-16,Banque de Tunisie (BT),Gabès,2
2020-04-16,Amen Bank (AB),Tunis,8
2020-04-16,Arab Tunisian Bank (ATB),Ben Arous,4
2020-04-16,Arab Tunisian Bank (ATB),Sousse,2
2020-04-16,Arab Tunisian Bank (ATB),Kairouan,1
2020-04-16,Arab Banking Corporation (ABC),Ariana,7
2020-04-17,Banque Internationale Arabe de Tunisie (BIAT),Kef,1
2020-04-17,La Poste Tunisienne,Ariana,3
2020-04-17,Banque de l'Habitat (BH),Siliana,4
2020-04-17,Banque Nationale Agricole (BNA),Tunis,5
2020-04-17,Banque Internationale Arabe de Tunisie (BIAT),Sousse,1
2020-04-17,Banque de l'Habitat (BH),Sfax,2
2020-04-17,Arab Tunisian Bank (ATB),Bizerte,3
2020-04-18,Banque Nationale Agricole (BNA),Ariana,3
2020-04-18,Arab Tunisian Bank (ATB),Tunis,8
2020-04-19,Banque de l'Habitat (BH),Gabès,8
2020-04-19,Attijari Bank,Monastir,7
2020-04-19,Amen Bank (AB),Gafsa,6
2020-04-19,Attijari Bank,Kairouan,6
2020-04-19,Arab Tunisian Bank (ATB),Siliana,8
2020-04-19,Arab Tunisian Bank (ATB),Bizerte,1
2020-04-19,Amen Bank (AB),Tozeur,4
2020-04-20,La Poste Tunisienne,Béja,5
2020-04-20,Banque Nationale Agricole (BNA),Manouba,7
2020-04-20,Arab Banking Corporation (ABC),Jendouba,2
2020-04-20,Banque Tuniso-Libyenne (BTL),Sfax,3
2020-04-21,Amen Bank (AB),Manouba,6
2020-04-21,Amen Bank (AB),Tozeur,7
2020-04-21,Banque Internationale Arabe de Tunisie (BIAT),Monastir,7
2020-04-21,Banque Internationale Arabe de Tunisie (BIAT),Ariana,4
2020-04-21,Banque Nationale Agricole (BNA),Monastir,8
2020-04-21,Banque Nationale Agricole (BNA),Tunis,1
2020-04-21,Banque de l'Habitat (BH),Nabeul,3
2020-04-21,Banque Tuniso-Libyenne (BTL),Nabeul,5
2020-04-22,Banque Internationale Arabe de Tunisie (BIAT),Kebili,6
2020-04-22,Banque de l'Habitat (BH),Gafsa,3
2020-04-22,Arab Tunisian Bank (ATB),Kebili,1
2020-04-22,Banque Tuniso-Libyenne (BTL),Kef,5
2020-04-22,Arab Banking Corporation (ABC),Tunis,4
2020-04-23,Arab Banking Corporation (ABC),Sfax,3
2020-04-23,Arab Tunisian Bank (ATB),Nabeul,3
2020-04-23,Attijari Bank,Tunis,6
2020-04-23,Arab Banking Corporation (ABC),Gafsa,8
2020-04-23,Banque Tuniso-Libyenne (BTL),Sousse,5
2020-04-23,Arab Banking Corporation (ABC),Gafsa,2
2020-04-24,Banque Tuniso-Libyenne (BTL),Nabeul,5
2020-04-24,Attijari Bank,Medenine,3
2020-04-24,Amen Bank (AB),Kairouan,3
2020-04-24,Banque de l'Habitat (BH),Ariana,1
2020-04-24,Attijari Bank,Béja,5
2020-04-25,Banque de Tunisie (BT),Béja,5
2020-04-25,Attijari Bank,Kebili,4
2020-04-25,La Poste Tunisienne,Sidi Bouzid,7
2020-04-25,Arab Banking Corporation (ABC),Tozeur,7
2020-04-25,Banque Nationale Agricole (BNA),Siliana,5
2020-04-26,Arab Tunisian Bank (ATB),Tozeur,5
2020-04-26,Attijari Bank,Kasserine,7
2020-04-26,Arab Banking Corporation (ABC),Siliana,4
2020-04-26,Arab Banking Corporation (ABC),Tunis,2
2020-04-26,Banque Tuniso-Libyenne (BTL),Manouba,8
2020-04-26,Banque de l'Habitat (BH),Kairouan,5
2020-04-26,Attijari Bank,Ariana,1
2020-04-26,Banque de Tunisie (BT),Gafsa,8
2020-04-27,La Poste Tunisienne,Medenine,4
2020-04-27,Arab Banking Corporation (ABC),Manouba,3
2020-04-27,Banque Nationale Agricole (BNA),Nabeul,8
2020-04-27,Attijari Bank,Mahdia,2
2020-04-28,Banque de l'Habitat (BH),Zaghouan,3
2020-04-28,Amen Bank (AB),Ariana,2
2020-04-28,Arab Tunisian Bank (ATB),Sousse,8
2020-04-28,Banque de Tunisie (BT),Tozeur,1
2020-04-29,Banque de Tunisie (BT),Sousse,1
2020-04-29,Arab Tunisian Bank (ATB),Siliana,5
2020-04-29,Amen Bank (AB),Sfax,7
2020-04-30,Banque de Tunisie (BT),Manouba,2
2020-04-30,Banque Nationale Agricole (BNA),Béja,2
2020-04-30,Arab Banking Corporation (ABC),Tataouine,6
2020-04-30,Banque de l'Habitat (BH),Nabeul,8
2020-05-01,Arab Banking Corporation (ABC),Siliana,4
2020-05-01,Arab Tunisian Bank (ATB),Gabès,5
2020-05-01,Arab Tunisian Bank (ATB),Manouba,7
2020-05-01,Banque Nationale Agricole (BNA),Gafsa,7
2020-05-01,Attijari Bank,Mahdia,8
2020-05-01,Banque Tuniso-Libyenne (BTL),Gafsa,8
2020-05-01,Arab Banking Corporation (ABC),Medenine,7
2020-05-01,Banque de l'Habitat (BH),Ben Arous,5
2020-05-01,Banque de l'Habitat (BH),Tataouine,2
2020-05-01,Banque Nationale Agricole (BNA),Kairouan,2
2020-05-01,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,3
2020-05-02,Attijari Bank,Sidi Bouzid,2
2020-05-02,Banque de Tunisie (BT),Kebili,4
2020-05-02,Arab Tunisian Bank (ATB),Tunis,6
2020-05-02,Banque Nationale Agricole (BNA),Bizerte,6
2020-05-02,Amen Bank (AB),Medenine,7
2020-05-03,La Poste Tunisienne,Kebili,8
2020-05-03,Banque Nationale Agricole (BNA),Monastir,1
2020-05-03,Banque Tuniso-Libyenne (BTL),Monastir,7
2020-05-03,Banque Nationale Agricole (BNA),Kasserine,3
2020-05-03,Banque de l'Habitat (BH),Sousse,6
2020-05-04,Attijari Bank,Bizerte,3
2020-05-04,Arab Tunisian Bank (ATB),Nabeul,3
2020-05-04,Arab Banking Corporation (ABC),Béja,1
2020-05-04,Arab Tunisian Bank (ATB),Kairouan,5
2020-05-04,Attijari Bank,Kasserine,3
2020-05-05,Banque de Tunisie (BT),Kairouan,1
2020-05-05,Attijari Bank,Gafsa,8
2020-05-05,Banque Internationale Arabe de Tunisie (BIAT),Manouba,2
2020-05-05,Banque de Tunisie (BT),Gabès,8
2020-05-05,Banque Nationale Agricole (BNA),Kasserine,5
2020-05-05,Banque de Tunisie (BT),Medenine,2
2020-05-05,Attijari Bank,Sidi Bouzid,8
2020-05-05,Arab Tunisian Bank (ATB),Tunis,8
2020-05-05,Banque de l'Habitat (BH),Jendouba,2
2020-05-05,Arab Banking Corporation (ABC),Tozeur,6
2020-05-06,Banque Nationale Agricole (BNA),Béja,6
2020-05-06,Attijari Bank,Manouba,6
2020-05-06,Amen Bank (AB),Medenine,4
2020-05-06,Arab Banking Corporation (ABC),Ariana,1
2020-05-06,La Poste Tunisienne,Kasserine,3
2020-05-06,Banque Nationale Agricole (BNA),Nabeul,3
2020-05-07,Banque Tuniso-Libyenne (BTL),Sfax,6
2020-05-07,Banque Tuniso-Libyenne (BTL),Ariana,4
2020-05-07,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,6
2020-05-07,Attijari Bank,Kebili,4
2020-05-07,Banque de Tunisie (BT),Ben Arous,2
2020-05-08,Amen Bank (AB),Kairouan,4
2020-05-08,Arab Tunisian Bank (ATB),Siliana,4
2020-05-08,Banque de Tunisie (BT),Bizerte,5
2020-05-08,Arab Tunisian Bank (ATB),Mahdia,1
2020-05-08,Amen Bank (AB),Siliana,4
2020-05-08,Banque de l'Habitat (BH),Kebili,2
2020-05-09,Arab Banking Corporation (ABC),Gabès,6
2020-05-09,Banque de Tunisie (BT),Gafsa,1
2020-05-09,Amen Bank (AB),Kebili,5
2020-05-09,Banque Tuniso-Libyenne (BTL),Kasserine,3
2020-05-09,Arab Tunisian Bank (ATB),Kairouan,2
2020-05-09,Banque Nationale Agricole (BNA),Tataouine,7
2020-05-10,Banque Nationale Agricole (BNA),Sfax,1
2020-05-10,Arab Tunisian Bank (ATB),Tozeur,5
2020-05-10,Banque Tuniso-Libyenne (BTL),Zaghouan,4
2020-05-10,Arab Banking Corporation (ABC),Monastir,3
2020-05-11,La Poste Tunisienne,Manouba,8
2020-05-11,Banque de Tunisie (BT),Tozeur,1
2020-05-11,La Poste Tunisienne,Medenine,8
2020-05-11,Attijari Bank,Kairouan,8
2020-05-11,Banque de Tunisie (BT),Kasserine,3
2020-05-11,La Poste Tunisienne,Siliana,5
2020-05-11,Arab Banking Corporation (ABC),Gabès,3
2020-05-11,Banque Tuniso-Libyenne (BTL),Jendouba,2
2020-05-11,Banque de l'Habitat (BH),Ariana,3
2020-05-11,Arab Tunisian Bank (ATB),Zaghouan,5
2020-05-11,Arab Tunisian Bank (ATB),Tataouine,7
2020-05-12,La Poste Tunisienne,Jendouba,3
2020-05-12,Banque Nationale Agricole (BNA),Sfax,2
2020-05-12,Amen Bank (AB),Bizerte,7
2020-05-12,Banque Tuniso-Libyenne (BTL),Ben Arous,7
2020-05-12,Arab Banking Corporation (ABC),Tunis,1
2020-05-13,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,6
2020-05-13,Attijari Bank,Jendouba,7
2020-05-13,Arab Tunisian Bank (ATB),Kasserine,7
2020-05-13,Attijari Bank,Gabès,8
2020-05-13,Banque de l'Habitat (BH),Nabeul,2
2020-05-13,Arab Tunisian Bank (ATB),Monastir,7
2020-05-13,Attijari Bank,Bizerte,5
2020-05-13,Banque de Tunisie (BT),Kef,8
2020-05-13,Attijari Bank,Bizerte,4
2020-05-14,La Poste Tunisienne,Kebili,4
2020-05-14,Attijari Bank,Tunis,6
2020-05-14,Banque de Tunisie (BT),Manouba,5
2020-05-14,Banque Nationale Agricole (BNA),Kasserine,2
2020-05-14,Banque Internationale Arabe de Tunisie (BIAT),Jendouba,8
2020-05-14,Arab Banking Corporation (ABC),Medenine,2
2020-05-14,La Poste Tunisienne,Tunis,5
2020-05-14,Arab Tunisian Bank (ATB),Mahdia,7
2020-05-14,Banque de Tunisie (BT),Tataouine,1
2020-05-14,Banque de Tunisie (BT),Kebili,3
2020-05-15,Banque de l'Habitat (BH),Kef,2
2020-05-15,Banque de Tunisie (BT),Mahdia,7
2020-05-15,Arab Banking Corporation (ABC),Siliana,2
2020-05-15,Attijari Bank,Kebili,4
2020-05-15,Banque Nationale Agricole (BNA),Béja,3
2020-05-16,Attijari Bank,Jendouba,4
2020-05-16,Arab Banking Corporation (ABC),Gabès,1
2020-05-16,Banque de Tunisie (BT),Béja,2
2020-05-16,La Poste Tunisienne,Manouba,4
2020-05-16,Banque de Tunisie (BT),Ariana,7
2020-05-16,Arab Banking Corporation (ABC),Tataouine,3
2020-05-16,Amen Bank (AB),Manouba,5
2020-05-16,Banque Internationale Arabe de Tunisie (BIAT),Bizerte,8
2020-05-16,Banque de Tunisie (BT),Ben Arous,1
2020-05-16,Attijari Bank,Bizerte,1
2020-05-16,Arab Banking Corporation (ABC),Tataouine,1
2020-05-16,Arab Tunisian Bank (ATB),Sfax,8
2020-05-17,La Poste Tunisienne,Tozeur,6
2020-05-17,Amen Bank (AB),Gabès,6
2020-05-17,Banque Tuniso-Libyenne (BTL),Sfax,3
2020-05-17,Amen Bank (AB),Tozeur,2
2020-05-17,Arab Banking Corporation (ABC),Manouba,3
2020-05-17,Banque de Tunisie (BT),Sousse,6
2020-05-17,Arab Banking Corporation (ABC),Monastir,2
2020-05-17,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,7
2020-05-17,Banque Internationale Arabe de Tunisie (BIAT),Monastir,2
2020-05-17,Banque de Tunisie (BT),Siliana,5
2020-05-17,Banque Tuniso-Libyenne (BTL),Sfax,1
2020-05-18,Arab Banking Corporation (ABC),Tunis,4
2020-05-18,Arab Tunisian Bank (ATB),Kebili,4
2020-05-18,Attijari Bank,Kebili,8
2020-05-18,Amen Bank (AB),Kasserine,4
2020-05-18,Banque Nationale Agricole (BNA),Tozeur,4
2020-05-18,Arab Tunisian Bank (ATB),Sousse,1
2020-05-19,Attijari Bank,Sfax,3
2020-05-19,Banque Tuniso-Libyenne (BTL),Kebili,4
2020-05-19,Attijari Bank,Kef,8
2020-05-19,Banque Nationale Agricole (BNA),Sousse,7
2020-05-19,Arab Banking Corporation (ABC),Nabeul,2
2020-05-19,Arab Tunisian Bank (ATB),Tunis,2
2020-05-19,Banque de Tunisie (BT),Sidi Bouzid,4
2020-05-19,Banque de l'Habitat (BH),Monastir,6
2020-05-19,Arab Tunisian Bank (ATB),Sidi Bouzid,4
2020-05-20,Banque Nationale Agricole (BNA),Kairouan,1
2020-05-20,Banque Internationale Arabe de Tunisie (BIAT),Kef,8
2020-05-20,Arab Banking Corporation (ABC),Gabès,3
2020-05-20,Attijari Bank,Siliana,8
2020-05-20,Banque de Tunisie (BT),Kasserine,7
2020-05-20,Banque de Tunisie (BT),Gabès,8
2020-05-20,Amen Bank (AB),Kebili,2
2020-05-20,La Poste Tunisienne,Sidi Bouzid,1
2020-05-20,La Poste Tunisienne,Tozeur,1
2020-05-21,Banque Nationale Agricole (BNA),Kairouan,1
2020-05-21,Banque Nationale Agricole (BNA),Kairouan,7
2020-05-21,Amen Bank (AB),Ariana,1
2020-05-21,Banque Tuniso-Libyenne (BTL),Ariana,4
2020-05-21,Amen Bank (AB),Ariana,2
2020-05-21,Banque Internationale Arabe de Tunisie (BIAT),Nabeul,5
2020-05-22,Arab Banking Corporation (ABC),Monastir,8
2020-05-22,Amen Bank (AB),Medenine,4
2020-05-22,Arab Tunisian Bank (ATB),Sfax,6
2020-05-23,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,1
2020-05-23,Attijari Bank,Zaghouan,8
2020-05-23,Banque Nationale Agricole (BNA),Kebili,3
2020-05-23,Arab Tunisian Bank (ATB),Tozeur,5
2020-05-23,Banque de Tunisie (BT),Mahdia,8
2020-05-24,Arab Tunisian Bank (ATB),Bizerte,8
2020-05-24,Banque Tuniso-Libyenne (BTL),Kef,2
2020-05-24,Banque de Tunisie (BT),Ariana,5
2020-05-24,Banque Tuniso-Libyenne (BTL),Medenine,1
2020-05-24,Banque de l'Habitat (BH),Sfax,1
2020-05-24,Arab Tunisian Bank (ATB),Tozeur,6
2020-05-24,La Poste Tunisienne,Tataouine,8
2020-05-25,Banque Nationale Agricole (BNA),Tataouine,8
2020-05-25,Banque Tuniso-Libyenne (BTL),Kef,5
2020-05-25,Arab Tunisian Bank (ATB),Kairouan,3
2020-05-25,La Poste Tunisienne,Jendouba,2
2020-05-25,Arab Banking Corporation (ABC),Sfax,7
2020-05-25,Banque Internationale Arabe de Tunisie (BIAT),Kairouan,2
2020-05-26,Arab Banking Corporation (ABC),Zaghouan,6
2020-05-26,Attijari Bank,Béja,6
2020-05-26,Banque Internationale Arabe de Tunisie (BIAT),Béja,7
2020-05-26,Amen Bank (AB),Monastir,2
2020-05-26,Banque Nationale Agricole (BNA),Tataouine,4
2020-05-26,Arab Banking Corporation (ABC),Tataouine,8
2020-05-27,Banque Tuniso-Libyenne (BTL),Tunis,7
2020-05-28,Arab Banking Corporation (ABC),Tunis,7
2020-05-28,Banque Nationale Agricole (BNA),Sfax,6
2020-05-28,Banque Tuniso-Libyenne (BTL),Kebili,5
2020-05-28,Banque de Tunisie (BT),Ben Arous,3
2020-05-28,Banque de l'Habitat (BH),Ben Arous,6
2020-05-28,Arab Banking Corporation (ABC),Sidi Bouzid,4
2020-05-28,Banque Internationale Arabe de Tunisie (BIAT),Sidi Bouzid,8
2020-05-29,Banque de Tunisie (BT),Ariana,7
2020-05-29,Banque Nationale Agricole (BNA),Tozeur,4
2020-05-29,Banque de l'Habitat (BH),Manouba,6
2020-05-29,Arab Tunisian Bank (ATB),Zaghouan,2
2020-05-29,Banque Internationale Arabe de Tunisie (BIAT),Mahdia,4
2020-05-29,Banque Nationale Agricole (BNA),Sousse,8
2020-05-29,Banque Nationale Agricole (BNA),Kef,5
2020-05-29,Arab Tunisian Bank (ATB),Gabès,8
2020-05-29,Banque de l'Habitat (BH),Gabès,8
2020-05-29,Banque Nationale Agricole (BNA),Jendouba,8
2020-05-29,Banque de l'Habitat (BH),Kasserine,1
2020-05-30,Banque Tuniso-Libyenne (BTL),Sidi Bouzid,4
2020-05-30,Arab Banking Corporation (ABC),Ariana,7
2020-05-30,Arab Tunisian Bank (ATB),Zaghouan,5
2020-05-30,Attijari Bank,Béja,1
2020-05-30,Arab Banking Corporation (ABC),Kebili,6
2020-05-30,Arab Banking Corporation (ABC),Tozeur,7
2020-05-30,Banque de l'Habitat (BH),Zaghouan,6
2020-05-30,Banque Tuniso-Libyenne (BTL),Tozeur,6
2020-05-30,Banque Nationale Agricole (BNA),Kairouan,2
2020-05-30,Banque de Tunisie (BT),Siliana,8
2020-05-30,La Poste Tunisienne,Sfax,4
2020-05-30,Banque Nationale Agricole (BNA),Zaghouan,4
